대륙,국적,성별,A1(외교),A2(공무),B1(사증면제),B2(관광통과),C1(일시취재),C3(단기방문),C4(단기취업),D1(문화예술),D2(유학),D3(기술연수),D4(일반연수),D5(취재),D6(종교),D7(주재),D8(기업투자),D9(무역경영),D10(구직),E1(교수),E2(회화),E3(연구),E4(기술지도),E5(전문직업),E6(예술흥행),E7(특정활동),E8(계절근로),E9(비전문취업),E10(선원취업),F1(방문동거),F2(거주),F3(동반),F4(재외동포),F5(영주),F6(결혼이민),G1(기타),H1(관광취업),H2(방문취업),T1(관광상륙),기타
아프리카주,알제리,남성,20,1,0,12,0,23,0,0,9,0,6,0,0,0,1,0,1,0,0,4,0,0,0,5,0,1,0,1,2,1,0,7,14,199,0,0,0,46
아프리카주,알제리,여성,14,1,0,0,0,5,0,0,23,0,18,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,5,3,10,0,3,37,18,0,0,0,1
아프리카주,탄자니아,남성,14,3,0,1,0,11,0,0,124,0,29,0,1,0,1,0,6,0,0,0,0,0,1,4,0,0,0,1,2,8,0,1,9,114,0,0,0,5
아프리카주,탄자니아,여성,16,2,0,0,0,5,0,0,55,0,9,0,1,0,0,0,5,0,0,0,0,0,0,4,0,0,0,3,1,10,0,1,3,20,0,0,0,3
아프리카주,튀니지,남성,12,1,70,0,0,1,0,0,16,0,1,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,1,3,0,3,23,117,0,0,0,10
아프리카주,튀니지,여성,7,0,34,1,0,0,0,0,30,0,13,0,0,0,1,0,1,0,0,5,0,0,1,2,0,0,0,3,1,10,0,4,36,28,0,0,0,7
아프리카주,르완다,남성,3,2,0,0,0,39,0,0,101,0,5,0,0,0,0,0,4,1,0,6,0,0,2,9,0,0,0,6,4,9,0,1,0,49,0,0,0,8
아프리카주,르완다,여성,5,1,0,0,0,12,0,0,44,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,22,0,1,0,18,0,0,0,1
아프리카주,수단,남성,24,1,0,1,0,35,0,0,22,0,5,0,0,0,16,2,0,1,0,3,0,0,0,12,0,0,0,1,22,13,0,4,3,69,0,0,0,10
아프리카주,수단,여성,24,0,0,0,0,11,0,0,21,0,2,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,1,9,22,0,0,0,2,0,0,0,4
아프리카주,세네갈,남성,17,4,0,1,0,12,0,0,8,0,2,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,1,0,4,0,0,13,173,0,0,0,36
아프리카주,세네갈,여성,18,1,0,0,0,2,0,0,9,0,5,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,1,12,0,0,0,4
아프리카주,콩고민주공화국,남성,9,4,0,0,0,3,0,0,49,0,7,0,3,0,0,0,3,1,0,5,0,0,0,9,0,0,0,3,24,5,0,2,4,41,0,0,0,13
아프리카주,콩고민주공화국,여성,6,0,0,0,0,3,0,0,18,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,6,21,15,0,0,0,25,0,0,0,10
아프리카주,기니,남성,0,1,0,3,0,5,0,0,10,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,6,122,0,0,0,45
아프리카주,기니,여성,0,0,0,0,0,1,0,0,2,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,19,0,0,0,16
아프리카주,말리,남성,2,0,0,4,0,19,0,0,15,0,8,0,0,0,3,0,8,0,0,0,0,0,1,0,0,0,0,0,6,3,0,1,9,115,0,0,0,43
아프리카주,말리,여성,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,9,0,0,0,2
아프리카주,코트디부아르,남성,12,12,0,3,0,21,0,0,22,0,5,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,5,44,0,0,0,12
아프리카주,코트디부아르,여성,11,7,0,0,0,3,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,4,6,1,0,0,1,19,0,0,0,9
아프리카주,부룬디,남성,0,0,0,0,0,5,0,0,72,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,17,8,0,1,0,43,0,0,0,1
아프리카주,부룬디,여성,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,20,2,0,0,1,13,0,0,0,2
아프리카주,앙골라,남성,17,6,0,3,0,4,0,0,8,0,7,0,0,0,1,4,2,0,0,0,0,0,0,3,0,0,0,1,5,2,0,1,3,35,0,0,0,8
아프리카주,앙골라,여성,22,6,0,0,0,2,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,1
아프리카주,감비아,남성,1,0,0,2,0,7,0,0,7,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,65,0,0,0,39
아프리카주,감비아,여성,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
아프리카주,짐바브웨,남성,0,4,0,10,0,7,0,0,15,0,2,0,0,0,0,1,4,1,0,2,1,0,2,4,0,1,0,1,0,6,0,1,0,3,0,0,0,4
아프리카주,짐바브웨,여성,0,7,0,0,0,6,0,0,14,0,3,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,14,0,0,1,7,0,0,0,3
아프리카주,잠비아,남성,17,1,0,1,0,4,0,0,13,0,2,0,5,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
아프리카주,잠비아,여성,19,0,0,1,0,2,0,0,12,0,2,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,4,0,0,1,0,0,0,0,1
아프리카주,시에라리온,남성,13,4,0,3,0,6,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,2,18,0,0,0,5
아프리카주,시에라리온,여성,16,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,6,0,0,0,0
아프리카주,가봉,남성,12,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,5,0,0,1,0,0,0,3,0,0,0,0,5,0,0,2,0,2,0,0,0,0
아프리카주,가봉,여성,10,0,0,1,0,2,0,0,13,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,4,0,0,0,0
아프리카주,모잠비크,남성,0,0,0,1,0,4,0,0,8,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,8,0,0,0,3
아프리카주,모잠비크,여성,0,0,0,0,0,3,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0
아프리카주,부르키나파소,남성,0,1,0,1,0,3,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,3,11,0,0,0,9
아프리카주,부르키나파소,여성,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
아프리카주,말라위,남성,0,4,0,2,0,1,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
아프리카주,말라위,여성,0,5,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
아프리카주,토고,남성,0,2,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,15,0,0,0,2
아프리카주,토고,여성,0,3,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
아프리카주,모리셔스,남성,0,2,0,12,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
아프리카주,모리셔스,여성,0,1,0,8,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
아프리카주,콩고,남성,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14,0,0,0,3
아프리카주,콩고,여성,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
아프리카주,마다가스카르,남성,0,0,0,0,0,4,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
아프리카주,마다가스카르,여성,0,0,0,1,0,2,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,1
아프리카주,남수단공화국,남성,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2
아프리카주,남수단공화국,여성,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
아프리카주,소말리아,남성,0,0,1,2,0,0,0,0,11,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0
아프리카주,소말리아,여성,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,베냉,남성,1,0,1,4,0,1,0,0,7,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
아프리카주,베냉,여성,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
아프리카주,보츠와나,남성,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
아프리카주,보츠와나,여성,0,1,0,4,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
아프리카주,에스와티니,남성,2,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0
아프리카주,에스와티니,여성,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0
아프리카주,기니비사우,남성,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,3
아프리카주,기니비사우,여성,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
아프리카주,에리트레아,남성,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0
아프리카주,에리트레아,여성,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
아프리카주,모리타니,남성,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1
아프리카주,모리타니,여성,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
아프리카주,중앙아프리카공화국,남성,1,0,0,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
아프리카주,중앙아프리카공화국,여성,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,차드,남성,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
아프리카주,차드,여성,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,적도기니,남성,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
아프리카주,적도기니,여성,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
아프리카주,니제르,남성,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
아프리카주,니제르,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
아프리카주,자이르,남성,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,자이르,여성,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,레소토,남성,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,레소토,여성,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,지부티,남성,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,지부티,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,코모로,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
아프리카주,코모로,여성,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,세이셸,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
아프리카주,세이셸,여성,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,상투메프린시페,남성,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,나미비아,여성,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,카보베르데,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
기타,기타,남성,2,30,0,14,0,21,0,0,4,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,28,5,1,7,3,9,10,0,3,0,4
기타,기타,여성,0,14,0,14,0,10,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,10,0,10,1,8,14,0,2,0,10
